ID,ID LAB,PR LISTA,PRODUCTO,PRINCIPIO ACTIVO,ACCION TERAPEUTICA,DESCRIPCION ADICIONAL,Link institucional,BASE,ALTURA,PROFUNDIDAD,PESO,PACK,CAJA MADRE,CATEGORIA,SEGMENTO,SEGMENTO SECUNDARIO,CONCEPTO,LABORATORIO,CODIGO DE BARRAS,C3 REPO,BM REPO,DTO REPO,FECHA DESDE REPO,FECHA HASTA REPO,Principio Activo,Acción Terapeutica,CONCEPTO (NUEVO O DIFERENTE),ESPECIE,Sintomas,Diagnostico,Dosificación,Observaciónes,Contra indicaciones / Precauciones,Modo de usos,Tiempo de Duración,DISCONTINUADO
45116,,"$5,442.00",BAGOGARD PIP. CANINO H25 KG,,,,,0,0,0,0,0,0,,,,,BIOGENESIS BAGO S.A.,,5,12.5,10,07/07/2025,20/08/2025,Permetrina 40.0 g. Fipronil 10.0 g. Piriproxifeno 10.0 g. Butóxido de piperonilo 3.0 g. Excipientes c.s.p. 100 ml.,Antiparasitario externo ,spot-on Pipeta,Perro,"Tratamiento, control y prevención de ectoparasitosis de los caninos causadas por pulgas y garrapatas. Colabora en la prevención de las enfermedades y zoonosis que estos transmiten. A su acción parasiticida, ovicida, larvicida y adulticida se suma su acción repelente de insectos y ácaros previniendo que los parásitos se alimenten sobre el animal huésped.",,10 a 25 kg: 1 pipeta de 2.5 ml,,"No usar en cachorros menores de 8 semanas. No aplicar en perros enfermos, convalecientes o que estén recibiendo otros tratamientos insecticidas. Prohibido en gatos: la permetrina es tóxica para esta especie. Evitar el contacto con ojos, boca y mucosas. No aplicar sobre piel irritada o con lesiones. En hembras gestantes o en lactancia, consultar previamente con un veterinario",En perros de pelaje largo Aplicar el producto sobre la cruz del animal. En perros de pelaje corto Aplicar el producto en varios puntos a lo largo del lomo. Comenzando desde la altura de la cruz hasta la base del inicio de la cola. En perros de pelaje corto Aplicar el producto en varios puntos a lo largo del lomo. Comenzando desde la altura de la cruz hasta la base del inicio de la cola.,"efecto residual hasta 30 días.
Su acción garrapatífuga y garrapaticida mantiene a los animales libres de garrapatas hasta 30 días.",
45117,,"$6,587.00",BAGOGARD PIP. CANINO H40 KG,,,,,0,0,0,0,0,0,,,,,BIOGENESIS BAGO S.A.,,5,12.5,10,07/07/2025,20/08/2025,Permetrina 40.0 g. Fipronil 10.0 g. Piriproxifeno 10.0 g. Butóxido de piperonilo 3.0 g. Excipientes c.s.p. 100 ml.,Antiparasitario externo ,spot-on Pipeta,Perro,"Tratamiento, control y prevención de ectoparasitosis de los caninos causadas por pulgas y garrapatas. Colabora en la prevención de las enfermedades y zoonosis que estos transmiten. A su acción parasiticida, ovicida, larvicida y adulticida se suma su acción repelente de insectos y ácaros previniendo que los parásitos se alimenten sobre el animal huésped.",,25 a 40 kg: 1 pipeta de 4 ml,,"No usar en cachorros menores de 8 semanas. No aplicar en perros enfermos, convalecientes o que estén recibiendo otros tratamientos insecticidas. Prohibido en gatos: la permetrina es tóxica para esta especie. Evitar el contacto con ojos, boca y mucosas. No aplicar sobre piel irritada o con lesiones. En hembras gestantes o en lactancia, consultar previamente con un veterinario",En perros de pelaje largo Aplicar el producto sobre la cruz del animal. En perros de pelaje corto Aplicar el producto en varios puntos a lo largo del lomo. Comenzando desde la altura de la cruz hasta la base del inicio de la cola. En perros de pelaje corto Aplicar el producto en varios puntos a lo largo del lomo. Comenzando desde la altura de la cruz hasta la base del inicio de la cola.,"efecto residual hasta 30 días.
Su acción garrapatífuga y garrapaticida mantiene a los animales libres de garrapatas hasta 30 días.",
45118,,"$7,253.00",BAGOGARD PIP. CANINO H60 KG,,,,,0,0,0,0,0,0,,,,,BIOGENESIS BAGO S.A.,,5,12.5,10,07/07/2025,20/08/2025,Permetrina 40.0 g. Fipronil 10.0 g. Piriproxifeno 10.0 g. Butóxido de piperonilo 3.0 g. Excipientes c.s.p. 100 ml.,Antiparasitario externo ,spot-on Pipeta,Perro,"Tratamiento, control y prevención de ectoparasitosis de los caninos causadas por pulgas y garrapatas. Colabora en la prevención de las enfermedades y zoonosis que estos transmiten. A su acción parasiticida, ovicida, larvicida y adulticida se suma su acción repelente de insectos y ácaros previniendo que los parásitos se alimenten sobre el animal huésped.",,40 a 60 kg: 1 pipeta de 6 ml,,"No usar en cachorros menores de 8 semanas. No aplicar en perros enfermos, convalecientes o que estén recibiendo otros tratamientos insecticidas. Prohibido en gatos: la permetrina es tóxica para esta especie. Evitar el contacto con ojos, boca y mucosas. No aplicar sobre piel irritada o con lesiones. En hembras gestantes o en lactancia, consultar previamente con un veterinario",En perros de pelaje largo Aplicar el producto sobre la cruz del animal. En perros de pelaje corto Aplicar el producto en varios puntos a lo largo del lomo. Comenzando desde la altura de la cruz hasta la base del inicio de la cola. En perros de pelaje corto Aplicar el producto en varios puntos a lo largo del lomo. Comenzando desde la altura de la cruz hasta la base del inicio de la cola.,"efecto residual hasta 30 días.
Su acción garrapatífuga y garrapaticida mantiene a los animales libres de garrapatas hasta 30 días.",
45112,,"$3,683.00",BAGOGARD PIP. FELINO H05 KG,,,,,0,0,0,0,0,0,,,,,BIOGENESIS BAGO S.A.,,5,12.5,10,07/07/2025,20/08/2025,"imidacloprid al 10%, un neonicotinoide de acción rápida y prolongada que elimina pulgas adultas por contacto, antes de que lleguen a picar",Antiparasitario externo ,spot-on Pipeta,Gato,"Tratamiento, control y prevención de ectoparasitosis de los caninos causadas por pulgas y garrapatas. Colabora en la prevención de las enfermedades y zoonosis que estos transmiten. A su acción parasiticida, ovicida, larvicida y adulticida se suma su acción repelente de insectos y ácaros previniendo que los parásitos se alimenten sobre el animal huésped.",,"Gatos de hasta 5 kg 1 pipeta de 0.5 ml, Gatos de 5 a 10 kg 2 pipetas de 0.5 ml",,"No usar en gatitos menores de 10 semanas. No aplicar en animales enfermos, debilitados o alérgicos al Imidacloprid. Evitar el contacto con ojos, mucosas y heridas abiertas.","Extraer la pipeta y mantenerla en posición vertical. Romper la punta de la pipeta y separar el pelo de la base del cráneo hasta exponer la piel. Aplicar todo el contenido en un solo punto, evitando el lamido por parte del animal. No bañar al gato 24 horas pre y post aplicación para garantizar su efectiv","efecto residual hasta 30 días.
Su acción garrapatífuga y garrapaticida mantiene a los animales libres de garrapatas hasta 30 días.",
343001,,"$6,000.00",BIOCHIP BIOGENESIS BAGO(DATAMARS),,IIdentificacion electronica,,https://pets.biogenesisbago.com/biochip.html,22.5,9,10.4,158,0,0,SIN CATEGORIA,,,,BIOGENESIS BAGO S.A.,0,5,0,0,,,identificación única de perros y gatos. Para acreditar Certificaciones de salud. Certificar al animal para viajes internacionales. Digitalizar historial clínico del animal.,,Inyectable,"Perro,Gato",,,,El BIOchip cumple con las normas ISO 11784/5 y está registrado en ICAR con el código 981. Listo para su aplicación y envasado en un blíster estéril con su jeringa junto a 6 etiquetas de identificación con código de barras para simplificar la documentación y el mantenimiento de registros.,,"Con el lector de microchip, escanear el perro o gato para asegurarse que no tenga otro implantado previamente. Si el animal no posee un microchip, antes de colocarlo, controlar el correcto funcionamiento de este a través del lector para asegurarse que el número es el mismo de las etiquetas que acompañan el producto. Realizar la asepsia y aplicar de forma subcutánea con la jeringa entre los omóplatos del animal. Buscar el microchip utilizando el lector para confirmar la aplicación. Registrar el animal sin costo en www.petlink.vet",,
350173,,"$50,343.00",ESTREPTOCARBOCAFTIAZOL X 1 LT,,,,https://pets.biogenesisbago.com/estreptocarbocaftiazol.html,0,0,0,0,0,0,CLINICO,,,,BIOGENESIS BAGO S.A.,0,0,0,0,,,,,,,Antidiarreico - Suspensión Normalizador de la microbiota intestinal.,,,,,,,
350171,,"$6,353.00",GALMETRIN PLUS SPRAY X 440 ML (CURABICH),"Cada 100 gr de concentrado contiene: Cipermetrina, 1,6260 g; Imidacloprid, 0,8200 g; Sulfadiazina de plata, 0,0995 g; excipientes, c.s.p 100 g. Propelente: Propano/Butanos.","Antiparasitario externo larvicida, repelente, antimicrobiano y cicatrizante en aerosol, para bovinos, equinos, porcinos, ovinos, caprinos y caninos.",,https://pets.biogenesisbago.com/galmetrin.html,0,0,0,0,0,0,ANTIPARASITARIO EXTERNO,,,SPRAY,BIOGENESIS BAGO S.A.,0,12,0,0,,,"Ftalilsulfatiazol 2,5 g. | Estreptomicina Sulfato 0,5 g. | Excipientes c.s.p. 100 ml. Todos los componentes de la formulación de Estreptocarbocaftiazol actúan en forma combinada como modificadores de la motilidad intestinal, protectores, absorbentes y como agentes antimicrobianos que cumplen su función de antidiarreico.","Antidiarreico, antiséptico, carminativo, normalizador de la microbiota intestinal para caninos y felinos.",Spray,"Perro,Gato,Equino,Bobino,Ovino,Caprino,Porcino","Enteritis causadas por intoxicaciones alimenticias. Coadyuvante en Enteritis Parasitarias (causadas por Nematelmintos o Coccidios). Coadyuvante en diarreas secundarias a infecciones virales (Enfermedad de Carré, Gastroenteritis felina). Diarreas de diversas etiologías, enteritis, enterocolitis, colitis ulcerativa, diarreas mucosas y/o purulentas ocasionadas por infecciones bacterianas primarias o asociadas a enfermedades virales.

",,"En todas las especies 1 ml/kg p.v. por vía oral, directamente en la boca o mezclado con el alimento.","✓ Tratamiento de las Disbacteriosis intestinales.
✓ No tiene contraindicaciones. Amplio margen de seguridad.
✓ Posee muy baja absorción por vía intestinal, constituyendo la sobredosis un riesgo mínimo.
✓ El producto se presenta listo para utilizar.",,Vía Oral,"El intervalo entre dosis depende del cuadro clínico que presente cada paciente. Si el tránsito intestinal está muy acelerado, su período de eficacia será menor, ya que, los principios activos empleados actúan fundamentalmente a nivel local, de allí que la dosificación se hará de acuerdo con el criterio del profesional actuante.",
342002,,"$320,000.00",LECTORA DE MICROCHIPS BAGO,,Lector de chips,,https://pets.biogenesisbago.com/biochip.html,0,0,0,0,0,0,ACCESORIO,,,,BIOGENESIS BAGO S.A.,0,1,0,0,,,,,,,,,,,,,,
290221,,5250,VIRBAC AQUADENT X 250 ML,"Xilitol 0,51 g. cada 100 ml.",Solución de limpieza bucal.,,https://pets.biogenesisbago.com/aquadent.html,0,13.5,0,300,0,40,HIGIENE Y BELLEZA,,,SUSPENSION,BIOGENESIS BAGO S.A.,7.50E+12,3,0,0,,,"Cada 100 ml contiene: Xilitol 0.51 g.
Excipientes c.s.p. 100 ml.","Limpieza dental diaria, prevención de la formación de placa dental bacteriana y de la formación de sarro.",Suspensión,"Perro,Gato",Combate el mal aliento. Colabora en el tratamiento de las periodontitis de los perros y los gatos.,,Diluya 5 ml de Aquadent® en 500 ml de agua. Administrar la solución como agua de bebida.,"En caso de gran acumulación de sarro, hay que realizar una limpieza dental. Luego podes usar Aquadent para evitar que se vuelva a acumular. Consulta siempre a tu M.V. de confianza.",A partir de que el gato o perro tenga su dentición de adulto.,vía Oral,"Cambiar la solución cada 24 horas, aunque no haya sido consumida totalmente por el animal.",
290223,,56588,"VIRBAC ENDOGARD 2,5 PALAT X 24 COMP","Febantel 37,5 mg. Pamoato de Pirantel 36 mg. Praziquantel 12,5 mg. Ivermectina 0,015 mg.",Antiparasitario interno.,,https://pets.biogenesisbago.com/endogard.html,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,BIOGENESIS BAGO S.A.,0,2,0,0,,,"Endogard® 10: Pamoato de pirantel 144 mg, Praziquantel 50 mg, Ivermectina 0.06 mg, Febantel 150 mg, Excipientes csp 900 mg. | Endogard® 30: Pamoato de pirantel 430 mg, Praziquantel 25 mg, Ivermectina 0.18 mg, Febantel 150 mg, Excipientes csp 2.700 mg.",Antiparasitario interno.,comprimido,Perro,"Actúa contra los siguientes parásitos: Nematodes: Toxocara canis, Toxascaris leonina, Ancylostoma caninum, Uncinaria stenocephala, Trichuris vulpis, Dirofilaria immitis (microfilarias), Dirofilaria repens (microfilarias). Cestodes: Dipylidium caninum, Echinococcus granulosus. Trematodos: Schistosoma. Protozoarios: Giardia canis.",,"Administrar 1 tableta para perros de hasta 30 kg de peso, equivalente a 15 mg/kg de Febantel, 14,4 mg/kg de Pamoato de pirantel, 5 mg/kg de Praziquantel y 0,006 mg/kg de Ivermectina.","Para la mayoría de los parásitos 1 sola toma, 1 solo día de tratamiento.",,vía Oral,Para los casos de giardiasis se recomienda 1 toma cada 24 hs. durante 3 días. Repetir el tratamiento a los 30 días.,
290334,,27800,VIRBAC ENDOGARD 10 PALAT X 24 COMP,"Febantel 150 mg. Pamoato de Pirantel 144 mg. Praziquantel 50 mg. Ivermectina 0,06 mg",Antiparasitario interno.,,https://pets.biogenesisbago.com/endogard.html,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,BIOGENESIS BAGO S.A.,0,2,0,0,,,"Endogard® 10: Pamoato de pirantel 144 mg, Praziquantel 50 mg, Ivermectina 0.06 mg, Febantel 150 mg, Excipientes csp 900 mg. | Endogard® 30: Pamoato de pirantel 430 mg, Praziquantel 25 mg, Ivermectina 0.18 mg, Febantel 150 mg, Excipientes csp 2.700 mg.",Antiparasitario interno.,comprimido,Perro,"Actúa contra los siguientes parásitos: Nematodes: Toxocara canis, Toxascaris leonina, Ancylostoma caninum, Uncinaria stenocephala, Trichuris vulpis, Dirofilaria immitis (microfilarias), Dirofilaria repens (microfilarias). Cestodes: Dipylidium caninum, Echinococcus granulosus. Trematodos: Schistosoma. Protozoarios: Giardia canis.",,"Administrar 1 tableta para perros de hasta 30 kg de peso, equivalente a 15 mg/kg de Febantel, 14,4 mg/kg de Pamoato de pirantel, 5 mg/kg de Praziquantel y 0,006 mg/kg de Ivermectina.","Para la mayoría de los parásitos 1 sola toma, 1 solo día de tratamiento.",,vía Oral,Para los casos de giardiasis se recomienda 1 toma cada 24 hs. durante 3 días. Repetir el tratamiento a los 30 días.,
290445,,48650,VIRBAC ENDOGARD 30 PALAT X 24 COMP,"Febantel 450 mg. Pamoato de Pirantel 432 mg. Praziquantel 150 mg. Ivermectina 0,18 mg.",Antiparasitario interno.,,https://pets.biogenesisbago.com/endogard.html,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,BIOGENESIS BAGO S.A.,0,2,0,0,,,"Endogard® 10: Pamoato de pirantel 144 mg, Praziquantel 50 mg, Ivermectina 0.06 mg, Febantel 150 mg, Excipientes csp 900 mg. | Endogard® 30: Pamoato de pirantel 430 mg, Praziquantel 25 mg, Ivermectina 0.18 mg, Febantel 150 mg, Excipientes csp 2.700 mg.",Antiparasitario interno.,comprimido,Perro,"Actúa contra los siguientes parásitos: Nematodes: Toxocara canis, Toxascaris leonina, Ancylostoma caninum, Uncinaria stenocephala, Trichuris vulpis, Dirofilaria immitis (microfilarias), Dirofilaria repens (microfilarias). Cestodes: Dipylidium caninum, Echinococcus granulosus. Trematodos: Schistosoma. Protozoarios: Giardia canis.",,"Administrar 1 tableta para perros de hasta 30 kg de peso, equivalente a 15 mg/kg de Febantel, 14,4 mg/kg de Pamoato de pirantel, 5 mg/kg de Praziquantel y 0,006 mg/kg de Ivermectina.","Para la mayoría de los parásitos 1 sola toma, 1 solo día de tratamiento.",,vía Oral,Para los casos de giardiasis se recomienda 1 toma cada 24 hs. durante 3 días. Repetir el tratamiento a los 30 días.,
290555,,8690,VIRBAC EPIOTIC SPHERULITES LIMP. OREJAS,"Acido salicílico 0,11 g. Acido láctico 2,88 g. Microcápsulas 1,00 g.",Solución otológica con Spherulites.,,https://pets.biogenesisbago.com/epiotic.html,0,18,0,130,0,24,HIGIENE Y BELLEZA,OTICO,,GOTAS,BIOGENESIS BAGO S.A.,7.50E+12,3,0,0,,,"Ácido salicílico 0,11 g, Ácido láctico 2,88 g, Microcápsulas 1 g, Excipientes c.s.p. 100 ml.",Solución otológica con Spherulites.,Gota,"Perro,Gato","Para la higiene auricular y el mantenimiento de un conducto auditivo limpio o antes del uso de productos para el tratamiento de otitis externas en perros y gatos. Actúan removiendo el exceso de cerumen y de fragmentos residuales, propiciando un óptimo ambiente para la regeneración local. Estas características, aliadas a sus propiedades secante y antiséptica, tornan Epiotic® Spherulites™ particularmente útil para la limpieza y tratamiento de otitis húmedas, exudativas y con olores desagradables.",,"Áreas accesibles de la oreja deben ser limpiadas con un algodón embebido en Epiotic® Spherulites™. En el conducto auditivo, aplicar el producto presionando el frasco y simultáneamente masajear la base de la oreja. Para limpieza de rutina, Epiotic® Spherulites™ puede ser utilizado una o dos veces a la semana. Como pre-tratamiento, Epiotic® Spherulites™ debe ser utilizado antes de cada aplicación de otro agente terapéutico","Se recomienda su uso frecuente en climas húmedos o baños muy frecuentes. El uso regular ayuda a prevenir otitis en animales predispuestos como cocker spaniel,
basset hound, beagle o west highland white terrier, entre otros",,Uso Topico,Duración del tratamiento: Aplicar 1 o 2 veces por semana.,
283501,,"$2,709.66",BAGOVAC RABIA X DOSIS,Suspensión inactivada de virus rábico desarrollado en células BHK.,Vacuna Antirrabica,,https://pets.biogenesisbago.com/bagovac.html,21.5,12,11,390,0,0,BIOLOGICO,,,INYECTABLE,BIOGENESIS BAGO S.A.CAD FRIO,7.80E+12,24,44,10,27/04/2025,20/08/2025,Suspensión inactivada de virus rábico desarrollado en células BHK.,Vacuna Antirrabica,Inyectable,"Perro,Gato",,Vacuna inactivada para la prevención de la rabia canina y felina.,1 ml por vía subcutánea. ," Recomendaciones: Mantener entre 2º C y 8º C, al resguardo de la luz.",No congelar,vía subcutánea,Revacunar anualmente,
350169,,"$22,865.20",OSURNIA X 1 PIP X 1ML,,,,https://pets.biogenesisbago.com/osurnia.html,10,7.8,8.2,104,0,0,CLINICO,OTICO,,GOTAS,BIOGENESIS BAGO S.A.CAD FRIO,5.70E+12,3,0,0,,,"Florfenicol 20 mg, Terbinafina 20 mg, Acetato de Betametasona 2 mg.","trabaja con el proceso de limpieza natural del oído. Se extiende por el canal auditivo, se disuelve en la cera del oído y se elimina gradualmente con el tiempo a través de la migración epitelial.",Gota,Perro,"Tratamiento de las otitis externas agudas y recidivantes en caninos, ocasionadas por Malassezia y Staphylococcus Pseudointermedius, entre otros agentes.",,"con solo 2 aplicaciones, ofrece la dosis correcta de cuidado, con el confort y seguridad que el paciente necesita. 1° Aplicación: día 0. 2° Aplicación: día 7.","El interior del oído debe limpiarse y secarse antes del tratamiento. Abrir el tubo girando la punta suave. Inserte la punta flexible en el canal auditivo externo afectado. Exprimir todo el contenido del tubo en el canal auditivo externo. Después de la aplicación, masajee suavemente la base de la oreja para permitir que el gel penetre en la parte inferior del canal auditivo. El único tratamiento que se aplica en forma líquida y se transforma en un gel de larga duración. Activo donde se necesita.",,vía Otica,"El tratamiento se repite después de siete días, pero no se deben limpiar los oídos para la segunda dosis, ya que esto puede eliminar el gel de Osurnia y hacer que deje de funcionar.",
296003,,5803.99,VIRBAC CANIGEN MHA2P PUPPY,Frasco fracción liofilizada: Virus atenuado,"Vacuna contra el moquillo, hepatitis y leptospirosis.",,https://pets.biogenesisbago.com/canigen.html,0,0,0,0,0,0,BIOLOGICO,,,INYECTABLE,BIOGENESIS BAGO S.A.CAD FRIO,0,0,0,0,,,Virus Vivos Modificados: Distemper Canino (CDV) Parvovirus Canino (CPV) Adenovirus Canino 2(CAV2) Parainfluenza Canina (CPV),"Vacuna viva atenuada para la inmunización activa contra moquillo, hepatitis infecciosa, parvovirus canino y complejo respiratorio causado por adenovirus tipo 2 y parainfluenza canina.",Inyectable,Perro,,,El contenido de un vial de vacuna reconstituida equivale a 1 ml y debe administrarse por Vía subcutánea.,"Primovacunación: en cachorros a partir de las 6 semanas de vida administrar un esquema de vacunaciones con intervalos de 3 a 4 semanas entre ellas por vía subcutánea. Se recomienda finalizar el plan inicial de vacunaciones del cachorro aplicando una dosis a las 16 semanas de vida o más.. Mantenga el producto en refrigeración entre 2 y 8 °C, en estricta protección de la luz solar directa. No permita el congelamiento. ",,vía subcutánea,Revacunar anualmente,
296004,,6895.2,VIRBAC CANIGEN MHA2PPI (QUINTUPLE),"Vacuna contra el moquillo, hepatitis, parvovirosis y tos de las perreras. Fracción liofilizada: Virus moquillo atenuado",Vacuna Quintuple,,https://pets.biogenesisbago.com/canigen.html,11.6,4.4,8.5,150,0,0,BIOLOGICO,,,INYECTABLE,BIOGENESIS BAGO S.A.CAD FRIO,7.50E+12,25,17,10,02/06/2025,20/08/2025,Virus Vivos Modificados: Distemper Canino (CDV) Parvovirus Canino (CPV) Adenovirus Canino 2(CAV2) Parainfluenza Canina (CPV),"Vacuna viva atenuada para la inmunización activa contra moquillo, hepatitis infecciosa, parvovirus canino y complejo respiratorio causado por adenovirus tipo 2 y parainfluenza canina.",Inyectable,Perro,,,El contenido de un vial de vacuna reconstituida equivale a 1 ml y debe administrarse por Vía subcutánea.,"Primovacunación: en cachorros a partir de las 6 semanas de vida administrar un esquema de vacunaciones con intervalos de 3 a 4 semanas entre ellas por vía subcutánea. Se recomienda finalizar el plan inicial de vacunaciones del cachorro aplicando una dosis a las 16 semanas de vida o más.. Mantenga el producto en refrigeración entre 2 y 8 °C, en estricta protección de la luz solar directa. No permita el congelamiento. ",,vía subcutánea,Revacunar anualmente,
296010,,5456.9,VIRBAC CANILEISH (LEISHMANIOSIS),leishmaniasis,Vacuna contra leishmaniasis,,https://es.virbac.com/productos/vacuna/canileish-vacuna-leishmaniosis,0,0,0,0,0,0,BIOLOGICO,,,INYECTABLE,BIOGENESIS BAGO S.A.CAD FRIO,0,0,0,0,,,,,,,,,,,,,,
296007,,8234,VIRBAC FELIGEN CRP X DOSIS,"Virus de la Rinotraqueítis cepa FVR F2 atenuado 10-5 DICP50; Virus de la Panleucopenia atenuado 10-3 DICP50, Calicivirus cepa F9 atenuada 10-4 DICP50.","Vacuna contra el moquillo, la calcivirosis y la panleucopenia. Triple felina",,https://pets.biogenesisbago.com/feligen.html,11.6,4.4,8.5,146,0,0,BIOLOGICO,,,INYECTABLE,BIOGENESIS BAGO S.A.CAD FRIO,7.50E+12,25,0,0,,,Panleucopenia Felina. Rinotraqueitis infecciosa Felina. Calicivirus Felino.,,Inyectable,Gato,,,"Aplicar en forma subcutánea, 1 ml de la vacuna reconstituida, independientemente de la edad o el peso del animal.","Primovacunación: en gatitos a partir de las 8/9 semanas de vida, administrar un esquema de vacunaciones con intervalos de 3 a 4 semanas entre ellas por vía subcutánea. Se recomienda finalizar el plan inicial de vacunaciones del gatito aplicando una dosis a las 16 semanas","Mantenga el producto en refrigeración entre 2 y 8 °C, en estricta protección de la luz solar directa. No permita el congelamiento",vía subcutánea,Revacunar anualmente,
230001,,"$7,619.51",AMINO-LITE BOEHRINGER X 250 ML.,Dextrosa al 5 % como fuente de energía. Complejo Vitamina B.,Solución electrolítica.,,https://www.boehringer-ingelheim.com/sa/salud-animal/productos/aminolite,0,0,0,0,0,0,CLINICO,,,,BOEHRINGER,0,3,0,0,,,Dextrosa al 5% como fuente de energía. Complejo Vitamina B.,recuperación de los animales.,ampolla inyectable,"Bovinos, Ovinos, Porcinos, Caninos y FelinosEquinos","animales debilitados o sometidos a esfuerzos intensos, estrés, shock o deshidratación. Terapia de apoyo en diarreas severas y vómitos.","animales debilitados o sometidos a esfuerzos intensos, estrés, shock o deshidratación. Terapia de apoyo en diarreas severas y vómitos.","Bovinos, Ovinos, Porcinos, Caninos y Felinos: EV, IM, SC, Intraperitoneal. Equinos: EV
 Dosis: 2 ml/10 kg. Repetir hasta 3 veces al día según el caso.",,,"endovenosa, intraperitoneal, subcutánea o intramuscular.",Repetir hasta 3 veces al día según el caso,
90051,,"$11,885.80",EQVALAN GOLD PASTA X 1 JGA.,"Ivermectina 1,55 g. Praziquantel 7,75 g.",Antiparasitario interno de amplio espectro.,,https://www.boehringer-ingelheim.com/sa/salud-animal/productos/eqvalan-gold,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,JERINGA,BOEHRINGER,0,10,0,0,,,"Cada 100 mg de producto, contiene: ivermectina: 1,55 g., praziquantel: 7,75 g.,",ANTIPARASITARIO INTERNO,JERINGA,Equinos,"una completa protección contra los parásitos intestinales, gastrófilos, parásitos pulmonares y cutáneos.","Con una sola dosis, controla parásitos gastrointestinales, gastrófilos, parásitos pulmonares y cutáneos. Puede ser utilizado en equinos de cualquier edad, incluyendo yeguas preñadas y caballos reproductores, sin presentar efectos adversos.","Se recomienda una sola dosis de 200 mcg de ivermectina por kilogramo de peso vivo. El contenido de una jeringa trata caballos de hasta 600 kg. Las marcas de calibración son para aumento de 100 kg de peso vivo. La repetición del tratamiento dependerá de la carga parasitaria, estación del año y zona. No administrar a equinos destinados a consumo humano.",,,Oral,,
90050,,"$8,976.60",EQVALAN PASTA X 1 JGA.,"Ivermectina 1,87 %.",Antiparasitario interno.,,https://www.boehringer-ingelheim.com/sa/salud-animal/productos/eqvalan-pasta,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,JERINGA,BOEHRINGER,0,0,0,0,,,"Ivermectina 1,87%",Antiparasitario interno,JERINGA,Equinos,"Contra parásitos gastrointestinales, gastrófilos, pulmonares y cutáneos.","Contra parásitos gastrointestinales, gastrófilos, pulmonares y cutáneos.","La jeringa contiene suficiente cantidad de pasta para tratar un equino de 600 kg a la dosis recomendada de 200 mcg de ivermectina por kg de peso corporal. Con una sola dosis, se controla parásitos gastrointestinales, gastrófilos, parásitos pulmonares. Tiempo de retiro: No faenar equinos para consumo humano hasta haber transcurrido 14 días de la administración.",,,Oral,"Su médico veterinario determinará la frecuencia adecuada para desparasitar a su caballo, considerando su edad, manejo, y el riesgo de reinfestación en la zona.",
230002,,"$5,732.53",GENABIL BOEHRINGER X 100 ML.,"Icteryl o ácido genabílico, Dietanolamina, Clorocresol Metabisulfito Sódico, Acido Edético.",Antiespasmódico y analgésico de acción prolongada.,,https://www.sudamerica.boehringer-ingelheim.com/salud-animal/productos/argentina/rumiantes/genabil,0,0,0,0,0,0,SIN CATEGORIA,,,,BOEHRINGER,0,3,0,0,,,,,,,,,,,,,,
90045,,"$183,653.00",IVOMEC F X 500 ML.,Ivermectina al 1 % y clorsulón al 10 %.,Control efectivo de los parásitos gastrointestinales,,https://www.boehringer-ingelheim.com/sa/salud-animal/productos/ivomec-f,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,INYECTABLE,BOEHRINGER,0,0,0,0,,,Ivermectina al 1 % y clorsulón al 10 %.,"antiparasitario interno, incluyendo Fasciola hepática y parásitos externos en ganado bovino de carne y lechero no en producción",Inyección,Bovinos,"Control efectivo de los parásitos gastrointestinales adultos (y juveniles), parásitos pulmonares, trematodos hepáticos adultos (Fasciola hepática y gigantica) e inmaduros de más de 8 semanas, piojos y ácaros de la sarna. Ayuda en el control de los piojos masticadores.","Control efectivo de los parásitos gastrointestinales adultos (y juveniles), parásitos pulmonares, trematodos hepáticos adultos (Fasciola hepática y gigantica) e inmaduros de más de 8 semanas, piojos y ácaros de la sarna. Ayuda en el control de los piojos masticadores.","1 ml cada 50 kg, vía sc.",Sólo administrar en bovinos. No administrar por vía endovenosa o intramuscular. TIEMPO DE RETIRO: Bovinos carne: 28 días.,No administrar en vacas en lactancia cuya leche se destine al consumo humano ni tampoco a vacas 28 días antes del parto.,Vía subcutánea en la zona de la paleta.,"Haemonchus placei (14 días), Ostertagia ostertagi (21 días), Cooperia spp. (14 días), Oesophagostomun radiatum (21 días), Dictyocaulus viviparus (28 días).",
